1570495503003,20191008,84503003,0,0,0,0,0
1570495520001,20191008,84520001,0,0,0,0,0
1570495520002,20191008,84520002,0,0,0,0,0
1570495992001,20191008,85312001,0,0,0,0,0
1570495992002,20191008,85312002,0,0,0,0,0
1570495992003,20191008,85312003,0,0,0,0,0
1570497600001,20191008,92000001,68400,170000,116280,0,0
1570497600002,20191008,92000002,68400,0,0,0,0
1570497600003,20191008,92000003,68400,0,0,0,0
1570497600004,20191008,92000004,68400,0,0,0,0
1570497600005,20191008,92000005,68400,0,0,0,0
1570498200006,20191008,93000006,68400,15000,10260,0,0
1570498201001,20191008,93001001,68300,4000,2733,0,0
1570498201002,20191008,93001002,68300,3500,2385,0,0
1570498201003,20191008,93001003,68300,0,0,0,0
1570498202001,20191008,93002001,68300,1500,1024,0,0
1570498203001,20191008,93003001,68050,500,341,0,0
1570498204001,20191008,93004001,68300,1500,1024,0,0
1570498204002,20191008,93004002,68300,0,0,0,0
1570498206001,20191008,93006001,68100,1000,681,0,0
1570498207001,20191008,93007001,68300,500,342,0,0
1570498208001,20191008,93008001,68300,0,0,0,0
1570498210001,20191008,93010001,68300,260,177,0,0
1570498211001,20191008,93011001,68300,0,0,0,0
1570498212001,20191008,93012001,68300,0,0,0,0
1570498213001,20191008,93013001,68150,500,340,0,0
1570498214001,20191008,93014001,68150,0,0,0,0
1570498215001,20191008,93015001,68200,0,0,0,0
1570498217001,20191008,93017001,68200,2500,1705,0,0
1570498218001,20191008,93018001,68200,500,341,0,0
1570498219001,20191008,93019001,68200,1368,932,0,0
1570498220001,20191008,93020001,68200,0,0,0,0
1570498221001,20191008,93021001,68200,0,0,0,0
1570498224001,20191008,93024001,68200,0,0,0,0
1570498226001,20191008,93026001,68200,0,0,0,0
1570498227001,20191008,93027001,68200,0,0,0,0
1570498229001,20191008,93029001,68200,0,0,0,0
1570498230001,20191008,93030001,68200,0,0,0,0
1570498231001,20191008,93031001,68150,500,341,0,0
1570498232001,20191008,93032001,68150,0,0,0,0
1570498233001,20191008,93033001,68150,0,0,0,0
1570498234001,20191008,93034001,68150,0,0,0,0
1570498237001,20191008,93037001,68150,0,0,0,0
1570498240001,20191008,93040001,68200,3000,2044,0,0
1570498241001,20191008,93041001,68200,0,0,0,0
1570498242001,20191008,93042001,68200,0,0,0,0
1570498243001,20191008,93043001,68200,0,0,0,0
1570498245001,20191008,93045001,68200,0,0,0,0
1570498247001,20191008,93047001,68200,0,0,0,0
1570498248001,20191008,93048001,68150,2000,1363,0,0
1570498249001,20191008,93049001,68150,0,0,0,0
1570498250001,20191008,93050001,68150,0,0,0,0
1570498250002,20191008,93050002,68150,0,0,0,0
1570498252001,20191008,93052001,68150,0,0,0,0
1570498257001,20191008,93057001,68150,0,0,0,0
1570498260001,20191008,93100001,68150,0,0,0,0
1570498261001,20191008,93101001,68200,7500,5113,0,0
1570498262001,20191008,93102001,68200,2000,1364,0,0
1570498263001,20191008,93103001,68200,0,0,0,0
1570498264001,20191008,93104001,68200,0,0,0,0
1570498266001,20191008,93106001,68200,0,0,0,0
1570498267001,20191008,93107001,68200,0,0,0,0
1570498268001,20191008,93108001,68200,0,0,0,0
1570498270001,20191008,93110001,68200,0,0,0,0
1570498271001,20191008,93111001,68200,0,0,0,0
1570498272001,20191008,93112001,68200,0,0,0,0
1570498273001,20191008,93113001,68200,0,0,0,0
1570498278001,20191008,93118001,68200,0,0,0,0
1570498279001,20191008,93119001,68200,0,0,0,0
1570498279002,20191008,93119002,68200,0,0,0,0
1570498284001,20191008,93124001,68200,1500,1022,0,0
1570498286001,20191008,93126001,68200,0,0,0,0
1570498290001,20191008,93130001,68200,0,0,0,0
1570498290002,20191008,93130002,68200,0,0,0,0
1570498292001,20191008,93132001,68200,0,0,0,0
1570498296001,20191008,93136001,68200,0,0,0,0
1570498299001,20191008,93139001,68200,0,0,0,0
1570498301001,20191008,93141001,68200,4500,3067,0,0
1570498301002,20191008,93141002,68200,1000,682,0,0
1570498302001,20191008,93142001,68200,0,0,0,0
1570498303001,20191008,93143001,68200,0,0,0,0
1570498307001,20191008,93147001,68200,0,0,0,0
1570498307002,20191008,93147002,68200,0,0,0,0
1570498310001,20191008,93150001,68200,0,0,0,0
1570498311001,20191008,93151001,68200,0,0,0,0
1570498318001,20191008,93158001,68400,55000,37550,0,0
1570498319001,20191008,93159001,68450,1500,1027,0,0
1570498320001,20191008,93200001,68500,13500,9247,0,0
1570498320002,20191008,93200002,68450,12000,8211,0,0
1570498321001,20191008,93201001,68450,500,342,0,0
1570498323001,20191008,93203001,68500,4500,3080,0,0
1570498325001,20191008,93205001,68450,1000,685,0,0
1570498327001,20191008,93207001,68450,0,0,0,0
1570498329001,20191008,93209001,68450,2000,1369,0,0
1570498330001,20191008,93210001,68450,0,0,0,0
1570498330002,20191008,93210002,68450,0,0,0,0
1570498333001,20191008,93213001,68450,0,0,0,0
1570498333002,20191008,93213002,68450,0,0,0,0
1570498334001,20191008,93214001,68400,23500,16075,0,0
1570498336001,20191008,93216001,68400,0,0,0,0
1570498336002,20191008,93216002,68400,0,0,0,0
1570498336003,20191008,93216003,68400,0,0,0,0
1570498338001,20191008,93218001,68400,0,0,0,0
1570498339001,20191008,93219001,68400,0,0,0,0
1570498341001,20191008,93221001,68400,0,0,0,0
1570498341002,20191008,93221002,68400,0,0,0,0
1570498344001,20191008,93224001,68400,4500,3076,0,0
1570498349001,20191008,93229001,68400,2500,1710,0,0
1570498349002,20191008,93229002,68400,0,0,0,0
1570498352001,20191008,93232001,68400,0,0,0,0
1570498353001,20191008,93233001,68400,0,0,0,0
1570498354001,20191008,93234001,68400,0,0,0,0
1570498355001,20191008,93235001,68400,0,0,0,0
1570498357001,20191008,93237001,68400,0,0,0,0
1570498359001,20191008,93239001,68400,0,0,0,0
1570498360001,20191008,93240001,68400,0,0,0,0
1570498361001,20191008,93241001,68400,0,0,0,0
1570498362001,20191008,93242001,68400,0,0,0,0
1570498365001,20191008,93245001,68400,0,0,0,0
1570498367001,20191008,93247001,68400,0,0,0,0
1570498371001,20191008,93251001,68400,0,0,0,0
1570498373001,20191008,93253001,68400,0,0,0,0
1570498377001,20191008,93257001,68400,0,0,0,0
1570498378001,20191008,93258001,68400,0,0,0,0
1570498380001,20191008,93300001,68400,0,0,0,0
1570498381001,20191008,93301001,68400,0,0,0,0
1570498382001,20191008,93302001,68400,0,0,0,0
1570498384001,20191008,93304001,68400,0,0,0,0
1570498386001,20191008,93306001,68400,0,0,0,0
1570498387001,20191008,93307001,68400,0,0,0,0
1570498389001,20191008,93309001,68400,0,0,0,0
1570498392001,20191008,93312001,68400,5000,3420,0,0
1570498393001,20191008,93313001,68400,4000,2736,0,0
1570498397001,20191008,93317001,68400,500,342,0,0
1570498398001,20191008,93318001,68400,0,0,0,0
1570498403001,20191008,93323001,68400,0,0,0,0
1570498407001,20191008,93327001,68400,0,0,0,0
1570498409001,20191008,93329001,68400,0,0,0,0
1570498412001,20191008,93332001,68400,0,0,0,0
1570498417001,20191008,93337001,68400,0,0,0,0
1570498417002,20191008,93337002,68400,4500,3077,0,0
1570498418001,20191008,93338001,68400,500,342,0,0
1570498421001,20191008,93341001,68400,0,0,0,0
1570498424001,20191008,93344001,68350,500,342,0,0
1570498426001,20191008,93346001,68350,0,0,0,0
1570498428001,20191008,93348001,68350,0,0,0,0
1570498428002,20191008,93348002,68350,0,0,0,0
1570498433001,20191008,93353001,68350,500,341,0,0
1570498434001,20191008,93354001,68350,0,0,0,0
1570498435001,20191008,93355001,68350,0,0,0,0
1570498437001,20191008,93357001,68350,0,0,0,0
1570498442001,20191008,93402001,68350,500,342,0,0
1570498442002,20191008,93402002,68350,0,0,0,0
1570498445001,20191008,93405001,68350,0,0,0,0
1570498447001,20191008,93407001,68400,1000,684,0,0
1570498449001,20191008,93409001,68400,0,0,0,0
1570498450001,20191008,93410001,68400,18500,12645,0,0
1570498451001,20191008,93411001,68300,500,341,0,0
1570498453001,20191008,93413001,68400,3500,2393,0,0
1570498454001,20191008,93414001,68400,0,0,0,0
1570498457001,20191008,93417001,68350,500,342,0,0
1570498458001,20191008,93418001,68350,0,0,0,0
1570498459001,20191008,93419001,68350,0,0,0,0
1570498462001,20191008,93422001,68350,0,0,0,0
1570498464001,20191008,93424001,68350,0,0,0,0
1570498464002,20191008,93424002,68350,0,0,0,0
1570498467001,20191008,93427001,68400,7000,4784,0,0
1570498472001,20191008,93432001,68400,0,0,0,0
1570498473001,20191008,93433001,68400,0,0,0,0
1570498475001,20191008,93435001,68350,1000,684,0,0
1570498480001,20191008,93440001,68400,1000,684,0,0
1570498481001,20191008,93441001,68400,0,0,0,0
1570498484001,20191008,93444001,68400,0,0,0,0
1570498485001,20191008,93445001,68400,0,0,0,0
1570498486001,20191008,93446001,68350,500,342,0,0
1570498488001,20191008,93448001,68350,0,0,0,0
1570498491001,20191008,93451001,68400,11000,7524,0,0
1570498491002,20191008,93451002,68350,500,341,0,0
1570498494001,20191008,93454001,68350,0,0,0,0
1570498495001,20191008,93455001,68350,0,0,0,0
1570498497001,20191008,93457001,68350,0,0,0,0
1570498500001,20191008,93500001,68350,0,0,0,0
1570498502001,20191008,93502001,68400,1000,684,0,0
1570498503001,20191008,93503001,68350,1000,684,0,0
1570498504001,20191008,93504001,68400,3500,2394,0,0
1570498504002,20191008,93504002,68350,1365,931,0,0
1570498505001,20191008,93505001,68350,0,0,0,0
1570498506001,20191008,93506001,68350,0,0,0,0
1570498509001,20191008,93509001,68350,0,0,0,0
1570498511001,20191008,93511001,68350,0,0,0,0
1570498517001,20191008,93517001,68500,50500,34584,0,0
1570498519001,20191008,93519001,68550,17500,12004,0,0
1570498522001,20191008,93522001,68550,0,0,0,0
1570498524001,20191008,93524001,68600,0,0,0,0
1570498524002,20191008,93524002,68550,0,0,0,0
1570498527001,20191008,93527001,68600,0,0,0,0
1570498527002,20191008,93527002,68550,0,0,0,0
1570498530001,20191008,93530001,68600,0,0,0,0
1570498530002,20191008,93530002,68600,0,0,0,0
1570498530003,20191008,93530003,68450,500,342,0,0
1570498532001,20191008,93532001,68450,0,0,0,0
1570498533001,20191008,93533001,68450,0,0,0,0
1570498535001,20191008,93535001,68450,0,0,0,0
1570498537001,20191008,93537001,68450,0,0,0,0
1570498538001,20191008,93538001,68450,0,0,0,0
1570498542001,20191008,93542001,68450,0,0,0,0
1570498543001,20191008,93543001,68500,0,0,0,0
1570498544001,20191008,93544001,68500,0,0,0,0
1570498545001,20191008,93545001,68500,500,343,0,0
