2019-09-09 11:00:43.1,20190909,193000,105126,105241,104119,104154,0,0,0
2019-09-09 11:00:43.2,20190909,225900,104170,104304,103189,103320,0,0,0
2019-09-10 23:50:13.1,20190910,184400,0,103167,0,101253,0,0,0
2019-09-11 23:50:27.1,20190911,190200,0,102609,0,102417,0,0,0
2019-09-11 23:50:27.2,20190911,230000,102418,103496,102321,103460,0,0,0
2019-09-12 23:50:27.1,20190912,154800,0,104363,0,104210,0,0,0
2019-09-16 23:50:12.1,20190916,190100,0,102898,0,102603,0,0,0
2019-09-16 23:50:12.2,20190916,230000,102602,102617,101817,101817,0,0,0
2019-09-17 23:50:10.1,20190917,190700,0,102906,0,102789,0,0,0
2019-09-17 23:50:10.2,20190917,225900,102790,103204,102654,103057,0,0,0
2019-09-18 23:50:10.1,20190918,190100,0,103288,0,102963,0,0,0
2019-09-18 23:50:10.2,20190918,191100,102964,102976,102860,102879,0,0,102963
2019-09-19 23:50:12.1,20190919,190100,0,103871,0,103651,0,0,103174
2019-09-19 23:50:12.2,20190919,230000,103629,103862,103533,103641,0,0,103651
2019-09-20 23:50:22.1,20190920,190100,0,104135,0,103793,0,0,0
2019-09-20 23:50:22.2,20190920,225900,103794,104912,103385,104505,0,0,103793
2019-09-23 23:50:14.1,20190923,190100,0,105363,0,105283,0,0,0
2019-09-23 23:50:14.2,20190923,225900,105281,105448,104495,104543,0,0,105283
2019-09-24 23:50:24.1,20190924,190100,0,105466,0,105189,0,0,104543
2019-09-24 23:50:24.2,20190924,230000,105190,105271,104547,104992,0,0,105189
2019-09-25 23:50:14.1,20190925,190100,0,105030,0,103730,0,0,104992
2019-09-25 23:50:14.2,20190925,230000,103731,104192,103722,104135,0,0,103730
2019-09-26 23:50:06.1,20190926,190100,0,104740,0,104582,0,0,104135
2019-09-26 23:50:06.2,20190926,225900,104580,104616,104387,104582,0,0,104582
2019-09-27 23:50:04.1,20190927,190200,0,104760,0,104202,0,0,104582
2019-09-27 23:50:04.2,20190927,225900,104201,104336,103931,104172,0,0,104202
2019-10-08 23:50:00.1,20191008,190100,0,102960,0,102070,0,0,0
2019-10-08 23:50:00.2,20191008,230000,102067,102416,101422,101565,0,0,102070
2019-10-09 23:50:05.1,20191009,190100,0,102152,0,101507,0,0,101565
2019-10-09 23:50:05.2,20191009,225900,101505,101765,101410,101593,0,0,101507
